,,Arsenal,Everton,Fulham,Manchester City,Newcastle United,Queens Park Rangers,Reading,West Bromwich Albion,West Ham United,Wigan Athletic,Aston Villa,Chelsea,Liverpool,Manchester United,Norwich City,Southampton,Stoke City,Sunderland,Swansea City,Tottenham Hotspur
West Ham United vs Chelsea,avg_pases,,,,,,,,,218.44,,,316.894,,,,,,,,
West Ham United vs Chelsea,avg_quites,,,,,,,,,131.177,,,91.299,,,,,,,,
West Ham United vs Liverpool,win%,,,,,,,,,53.7,,,,29.799999999999997,,,,,,,
West Ham United vs Liverpool,loss%,,,,,,,,,29.799999999999997,,,,53.7,,,,,,,
West Ham United vs Liverpool,tie%,,,,,,,,,16.5,,,,16.5,,,,,,,
West Ham United vs Liverpool,avg_goles,,,,,,,,,3.349,,,,2.566,,,,,,,
West Ham United vs Liverpool,avg_tiros,,,,,,,,,12.132,,,,17.498,,,,,,,
West Ham United vs Liverpool,avg_pases,,,,,,,,,212.119,,,,337.909,,,,,,,
West Ham United vs Liverpool,avg_quites,,,,,,,,,130.532,,,,92.558,,,,,,,
West Ham United vs Manchester United,win%,,,,,,,,,50.9,,,,,34.2,,,,,,
West Ham United vs Manchester United,loss%,,,,,,,,,34.2,,,,,50.9,,,,,,
West Ham United vs Manchester United,tie%,,,,,,,,,14.899999999999999,,,,,14.899999999999999,,,,,,
West Ham United vs Manchester United,avg_goles,,,,,,,,,3.475,,,,,3.008,,,,,,
West Ham United vs Manchester United,avg_tiros,,,,,,,,,12.174,,,,,14.53,,,,,,
West Ham United vs Manchester United,avg_pases,,,,,,,,,219.914,,,,,330.822,,,,,,
West Ham United vs Manchester United,avg_quites,,,,,,,,,129.52,,,,,92.834,,,,,,
West Ham United vs Norwich City,win%,,,,,,,,,53.6,,,,,,30.8,,,,,
West Ham United vs Norwich City,loss%,,,,,,,,,30.8,,,,,,53.6,,,,,
West Ham United vs Norwich City,tie%,,,,,,,,,15.6,,,,,,15.6,,,,,
West Ham United vs Norwich City,avg_goles,,,,,,,,,3.239,,,,,,2.544,,,,,
West Ham United vs Norwich City,avg_tiros,,,,,,,,,12.857,,,,,,14.09,,,,,
West Ham United vs Norwich City,avg_pases,,,,,,,,,263.191,,,,,,223.214,,,,,
West Ham United vs Norwich City,avg_quites,,,,,,,,,142.355,,,,,,97.283,,,,,
West Ham United vs Southampton,win%,,,,,,,,,93.10000000000001,,,,,,,3.6999999999999997,,,,
West Ham United vs Southampton,loss%,,,,,,,,,3.6999999999999997,,,,,,,93.10000000000001,,,,
West Ham United vs Southampton,tie%,,,,,,,,,3.2,,,,,,,3.2,,,,
West Ham United vs Southampton,avg_goles,,,,,,,,,8.894,,,,,,,3.21,,,,
West Ham United vs Southampton,avg_tiros,,,,,,,,,10.481,,,,,,,17.82,,,,
West Ham United vs Southampton,avg_pases,,,,,,,,,210.61,,,,,,,312.76,,,,
West Ham United vs Southampton,avg_quites,,,,,,,,,125.156,,,,,,,114.264,,,,
West Ham United vs Stoke City,win%,,,,,,,,,48.9,,,,,,,,34.300000000000004,,,
West Ham United vs Stoke City,loss%,,,,,,,,,34.300000000000004,,,,,,,,48.9,,,
West Ham United vs Stoke City,tie%,,,,,,,,,16.8,,,,,,,,16.8,,,
West Ham United vs Stoke City,avg_goles,,,,,,,,,2.906,,,,,,,,2.474,,,
West Ham United vs Stoke City,avg_tiros,,,,,,,,,12.925,,,,,,,,10.963,,,
West Ham United vs Stoke City,avg_pases,,,,,,,,,235.071,,,,,,,,228.116,,,
West Ham United vs Stoke City,avg_quites,,,,,,,,,142.91,,,,,,,,126.64,,,
West Ham United vs Sunderland,win%,,,,,,,,,57.699999999999996,,,,,,,,,25.3,,
West Ham United vs Sunderland,loss%,,,,,,,,,25.3,,,,,,,,,57.699999999999996,,
West Ham United vs Sunderland,tie%,,,,,,,,,17.0,,,,,,,,,17.0,,
West Ham United vs Sunderland,avg_goles,,,,,,,,,3.094,,,,,,,,,2.101,,
West Ham United vs Sunderland,avg_tiros,,,,,,,,,14.077,,,,,,,,,12.904,,
West Ham United vs Sunderland,avg_pases,,,,,,,,,251.117,,,,,,,,,222.174,,
West Ham United vs Sunderland,avg_quites,,,,,,,,,143.822,,,,,,,,,105.354,,
West Ham United vs Swansea City,win%,,,,,,,,,45.7,,,,,,,,,,34.699999999999996,
West Ham United vs Swansea City,loss%,,,,,,,,,34.699999999999996,,,,,,,,,,45.7,
West Ham United vs Swansea City,tie%,,,,,,,,,19.6,,,,,,,,,,19.6,
West Ham United vs Swansea City,avg_goles,,,,,,,,,2.883,,,,,,,,,,2.516,
West Ham United vs Swansea City,avg_tiros,,,,,,,,,10.975,,,,,,,,,,15.304,
West Ham United vs Swansea City,avg_pases,,,,,,,,,216.096,,,,,,,,,,349.576,
West Ham United vs Swansea City,avg_quites,,,,,,,,,128.803,,,,,,,,,,86.266,
West Ham United vs Tottenham Hotspur,win%,,,,,,,,,32.6,,,,,,,,,,,52.6
West Ham United vs Tottenham Hotspur,loss%,,,,,,,,,52.6,,,,,,,,,,,32.6
West Ham United vs Tottenham Hotspur,tie%,,,,,,,,,14.799999999999999,,,,,,,,,,,14.799999999999999
West Ham United vs Tottenham Hotspur,avg_goles,,,,,,,,,2.655,,,,,,,,,,,3.275
West Ham United vs Tottenham Hotspur,avg_tiros,,,,,,,,,11.189,,,,,,,,,,,21.567
West Ham United vs Tottenham Hotspur,avg_pases,,,,,,,,,243.59,,,,,,,,,,,264.67
West Ham United vs Tottenham Hotspur,avg_quites,,,,,,,,,135.796,,,,,,,,,,,91.725
Wigan Athletic vs Aston Villa,win%,,,,,,,,,,57.4,28.499999999999996,,,,,,,,,
Wigan Athletic vs Aston Villa,loss%,,,,,,,,,,28.499999999999996,57.4,,,,,,,,,
Wigan Athletic vs Aston Villa,tie%,,,,,,,,,,14.099999999999998,14.099999999999998,,,,,,,,,
Wigan Athletic vs Aston Villa,avg_goles,,,,,,,,,,3.28,2.385,,,,,,,,,
Wigan Athletic vs Aston Villa,avg_tiros,,,,,,,,,,17.064,9.71,,,,,,,,,
Wigan Athletic vs Aston Villa,avg_pases,,,,,,,,,,324.482,236.17,,,,,,,,,
Wigan Athletic vs Aston Villa,avg_quites,,,,,,,,,,83.781,122.456,,,,,,,,,
Wigan Athletic vs Chelsea,win%,,,,,,,,,,32.800000000000004,,53.2,,,,,,,,
Wigan Athletic vs Chelsea,loss%,,,,,,,,,,53.2,,32.800000000000004,,,,,,,,
Wigan Athletic vs Chelsea,tie%,,,,,,,,,,14.000000000000002,,14.000000000000002,,,,,,,,
Wigan Athletic vs Chelsea,avg_goles,,,,,,,,,,2.859,,3.552,,,,,,,,
Wigan Athletic vs Chelsea,avg_tiros,,,,,,,,,,15.046,,15.584,,,,,,,,
Wigan Athletic vs Chelsea,avg_pases,,,,,,,,,,293.898,,320.09,,,,,,,,
Wigan Athletic vs Chelsea,avg_quites,,,,,,,,,,81.757,,101.466,,,,,,,,
Wigan Athletic vs Liverpool,win%,,,,,,,,,,55.60000000000001,,,26.200000000000003,,,,,,,
Wigan Athletic vs Liverpool,loss%,,,,,,,,,,26.200000000000003,,,55.60000000000001,,,,,,,
Wigan Athletic vs Liverpool,tie%,,,,,,,,,,18.2,,,18.2,,,,,,,
Wigan Athletic vs Liverpool,avg_goles,,,,,,,,,,2.825,,,1.955,,,,,,,
Wigan Athletic vs Liverpool,avg_tiros,,,,,,,,,,13.257,,,13.486,,,,,,,
Wigan Athletic vs Liverpool,avg_pases,,,,,,,,,,286.45,,,349.905,,,,,,,
Wigan Athletic vs Liverpool,avg_quites,,,,,,,,,,84.908,,,97.187,,,,,,,
Wigan Athletic vs Manchester United,win%,,,,,,,,,,46.300000000000004,,,,36.6,,,,,,
Wigan Athletic vs Manchester United,loss%,,,,,,,,,,36.6,,,,46.300000000000004,,,,,,
Wigan Athletic vs Manchester United,tie%,,,,,,,,,,17.1,,,,17.1,,,,,,
Wigan Athletic vs Manchester United,avg_goles,,,,,,,,,,2.854,,,,2.561,,,,,,
Wigan Athletic vs Manchester United,avg_tiros,,,,,,,,,,13.413,,,,10.745,,,,,,
Wigan Athletic vs Manchester United,avg_pases,,,,,,,,,,291.659,,,,342.485,,,,,,
Wigan Athletic vs Manchester United,avg_quites,,,,,,,,,,81.348,,,,100.005,,,,,,
Wigan Athletic vs Norwich City,win%,,,,,,,,,,52.300000000000004,,,,,28.299999999999997,,,,,
Wigan Athletic vs Norwich City,loss%,,,,,,,,,,28.299999999999997,,,,,52.300000000000004,,,,,
Wigan Athletic vs Norwich City,tie%,,,,,,,,,,19.400000000000002,,,,,19.400000000000002,,,,,
Wigan Athletic vs Norwich City,avg_goles,,,,,,,,,,2.596,,,,,1.96,,,,,
Wigan Athletic vs Norwich City,avg_tiros,,,,,,,,,,15.85,,,,,9.51,,,,,
Wigan Athletic vs Norwich City,avg_pases,,,,,,,,,,356.24,,,,,220.176,,,,,
Wigan Athletic vs Norwich City,avg_quites,,,,,,,,,,83.733,,,,,108.812,,,,,
Wigan Athletic vs Southampton,win%,,,,,,,,,,92.60000000000001,,,,,,3.5000000000000004,,,,
Wigan Athletic vs Southampton,loss%,,,,,,,,,,3.5000000000000004,,,,,,92.60000000000001,,,,
Wigan Athletic vs Southampton,tie%,,,,,,,,,,3.9,,,,,,3.9,,,,
Wigan Athletic vs Southampton,avg_goles,,,,,,,,,,7.485,,,,,,2.639,,,,
Wigan Athletic vs Southampton,avg_tiros,,,,,,,,,,11.511,,,,,,13.622,,,,
Wigan Athletic vs Southampton,avg_pases,,,,,,,,,,288.936,,,,,,312.178,,,,
Wigan Athletic vs Southampton,avg_quites,,,,,,,,,,81.401,,,,,,120.153,,,,
Wigan Athletic vs Stoke City,win%,,,,,,,,,,45.1,,,,,,,35.4,,,
Wigan Athletic vs Stoke City,loss%,,,,,,,,,,35.4,,,,,,,45.1,,,
Wigan Athletic vs Stoke City,tie%,,,,,,,,,,19.5,,,,,,,19.5,,,
Wigan Athletic vs Stoke City,avg_goles,,,,,,,,,,2.227,,,,,,,1.973,,,
Wigan Athletic vs Stoke City,avg_tiros,,,,,,,,,,15.208,,,,,,,7.861,,,
Wigan Athletic vs Stoke City,avg_pases,,,,,,,,,,311.396,,,,,,,227.71,,,
Wigan Athletic vs Stoke City,avg_quites,,,,,,,,,,90.128,,,,,,,137.811,,,
Wigan Athletic vs Sunderland,win%,,,,,,,,,,58.9,,,,,,,,25.3,,
Wigan Athletic vs Sunderland,loss%,,,,,,,,,,25.3,,,,,,,,58.9,,
Wigan Athletic vs Sunderland,tie%,,,,,,,,,,15.8,,,,,,,,15.8,,
Wigan Athletic vs Sunderland,avg_goles,,,,,,,,,,2.439,,,,,,,,1.515,,
Wigan Athletic vs Sunderland,avg_tiros,,,,,,,,,,16.645,,,,,,,,9.059,,
Wigan Athletic vs Sunderland,avg_pases,,,,,,,,,,341.736,,,,,,,,221.669,,
Wigan Athletic vs Sunderland,avg_quites,,,,,,,,,,87.403,,,,,,,,117.828,,
Wigan Athletic vs Swansea City,win%,,,,,,,,,,48.1,,,,,,,,,33.300000000000004,
Wigan Athletic vs Swansea City,loss%,,,,,,,,,,33.300000000000004,,,,,,,,,48.1,
Wigan Athletic vs Swansea City,tie%,,,,,,,,,,18.6,,,,,,,,,18.6,
Wigan Athletic vs Swansea City,avg_goles,,,,,,,,,,2.409,,,,,,,,,2.001,
Wigan Athletic vs Swansea City,avg_tiros,,,,,,,,,,12.807,,,,,,,,,11.764,
Wigan Athletic vs Swansea City,avg_pases,,,,,,,,,,291.272,,,,,,,,,354.208,
Wigan Athletic vs Swansea City,avg_quites,,,,,,,,,,83.349,,,,,,,,,95.01,
Wigan Athletic vs Tottenham Hotspur,win%,,,,,,,,,,26.6,,,,,,,,,,56.599999999999994
Wigan Athletic vs Tottenham Hotspur,loss%,,,,,,,,,,56.599999999999994,,,,,,,,,,26.6
Wigan Athletic vs Tottenham Hotspur,tie%,,,,,,,,,,16.8,,,,,,,,,,16.8
Wigan Athletic vs Tottenham Hotspur,avg_goles,,,,,,,,,,2.03,,,,,,,,,,2.807
Wigan Athletic vs Tottenham Hotspur,avg_tiros,,,,,,,,,,13.686,,,,,,,,,,15.834
Wigan Athletic vs Tottenham Hotspur,avg_pases,,,,,,,,,,334.486,,,,,,,,,,257.673
Wigan Athletic vs Tottenham Hotspur,avg_quites,,,,,,,,,,82.881,,,,,,,,,,106.648
Aston Villa vs Chelsea,win%,,,,,,,,,,,26.700000000000003,59.199999999999996,,,,,,,,
Aston Villa vs Chelsea,loss%,,,,,,,,,,,59.199999999999996,26.700000000000003,,,,,,,,
Aston Villa vs Chelsea,tie%,,,,,,,,,,,14.099999999999998,14.099999999999998,,,,,,,,
Aston Villa vs Chelsea,avg_goles,,,,,,,,,,,2.952,4.025,,,,,,,,
Aston Villa vs Chelsea,avg_tiros,,,,,,,,,,,12.462,17.846,,,,,,,,
Aston Villa vs Chelsea,avg_pases,,,,,,,,,,,210.721,327.882,,,,,,,,
Aston Villa vs Chelsea,avg_quites,,,,,,,,,,,113.749,102.547,,,,,,,,
Aston Villa vs Liverpool,win%,,,,,,,,,,,43.2,,41.199999999999996,,,,,,,
Aston Villa vs Liverpool,loss%,,,,,,,,,,,41.199999999999996,,43.2,,,,,,,
Aston Villa vs Liverpool,tie%,,,,,,,,,,,15.6,,15.6,,,,,,,
Aston Villa vs Liverpool,avg_goles,,,,,,,,,,,2.955,,2.901,,,,,,,
Aston Villa vs Liverpool,avg_tiros,,,,,,,,,,,10.836,,17.226,,,,,,,
Aston Villa vs Liverpool,avg_pases,,,,,,,,,,,211.268,,343.934,,,,,,,
Aston Villa vs Liverpool,avg_quites,,,,,,,,,,,118.409,,96.096,,,,,,,
Aston Villa vs Manchester United,win%,,,,,,,,,,,33.900000000000006,,,52.1,,,,,,
Aston Villa vs Manchester United,loss%,,,,,,,,,,,52.1,,,33.900000000000006,,,,,,
Aston Villa vs Manchester United,tie%,,,,,,,,,,,14.000000000000002,,,14.000000000000002,,,,,,
Aston Villa vs Manchester United,avg_goles,,,,,,,,,,,2.659,,,3.286,,,,,,
Aston Villa vs Manchester United,avg_tiros,,,,,,,,,,,10.438,,,13.886,,,,,,
Aston Villa vs Manchester United,avg_pases,,,,,,,,,,,217.616,,,337.057,,,,,,
Aston Villa vs Manchester United,avg_quites,,,,,,,,,,,112.134,,,101.238,,,,,,
Aston Villa vs Norwich City,win%,,,,,,,,,,,38.4,,,,44.3,,,,,
Aston Villa vs Norwich City,loss%,,,,,,,,,,,44.3,,,,38.4,,,,,
Aston Villa vs Norwich City,tie%,,,,,,,,,,,17.299999999999997,,,,17.299999999999997,,,,,
Aston Villa vs Norwich City,avg_goles,,,,,,,,,,,2.58,,,,2.693,,,,,
Aston Villa vs Norwich City,avg_tiros,,,,,,,,,,,11.531,,,,12.873,,,,,
Aston Villa vs Norwich City,avg_pases,,,,,,,,,,,255.594,,,,230.022,,,,,
Aston Villa vs Norwich City,avg_quites,,,,,,,,,,,124.829,,,,110.675,,,,,
Aston Villa vs Southampton,win%,,,,,,,,,,,89.0,,,,,6.5,,,,
Aston Villa vs Southampton,loss%,,,,,,,,,,,6.5,,,,,89.0,,,,
Aston Villa vs Southampton,tie%,,,,,,,,,,,4.5,,,,,4.5,,,,
Aston Villa vs Southampton,avg_goles,,,,,,,,,,,8.486,,,,,3.742,,,,
Aston Villa vs Southampton,avg_tiros,,,,,,,,,,,9.237,,,,,17.126,,,,
Aston Villa vs Southampton,avg_pases,,,,,,,,,,,209.457,,,,,314.342,,,,
Aston Villa vs Southampton,avg_quites,,,,,,,,,,,111.594,,,,,123.021,,,,
Aston Villa vs Stoke City,win%,,,,,,,,,,,36.7,,,,,,44.9,,,
Aston Villa vs Stoke City,loss%,,,,,,,,,,,44.9,,,,,,36.7,,,
Aston Villa vs Stoke City,tie%,,,,,,,,,,,18.4,,,,,,18.4,,,
Aston Villa vs Stoke City,avg_goles,,,,,,,,,,,2.492,,,,,,2.798,,,
Aston Villa vs Stoke City,avg_tiros,,,,,,,,,,,12.15,,,,,,10.482,,,
Aston Villa vs Stoke City,avg_pases,,,,,,,,,,,223.612,,,,,,239.209,,,
Aston Villa vs Stoke City,avg_quites,,,,,,,,,,,122.434,,,,,,141.408,,,
Aston Villa vs Sunderland,win%,,,,,,,,,,,47.099999999999994,,,,,,,36.5,,
Aston Villa vs Sunderland,loss%,,,,,,,,,,,36.5,,,,,,,47.099999999999994,,
Aston Villa vs Sunderland,tie%,,,,,,,,,,,16.400000000000002,,,,,,,16.400000000000002,,
Aston Villa vs Sunderland,avg_goles,,,,,,,,,,,2.691,,,,,,,2.41,,
Aston Villa vs Sunderland,avg_tiros,,,,,,,,,,,12.864,,,,,,,12.327,,
Aston Villa vs Sunderland,avg_pases,,,,,,,,,,,247.473,,,,,,,225.87,,
Aston Villa vs Sunderland,avg_quites,,,,,,,,,,,125.385,,,,,,,118.615,,
Aston Villa vs Swansea City,win%,,,,,,,,,,,33.4,,,,,,,,49.4,
Aston Villa vs Swansea City,loss%,,,,,,,,,,,49.4,,,,,,,,33.4,
Aston Villa vs Swansea City,tie%,,,,,,,,,,,17.2,,,,,,,,17.2,
Aston Villa vs Swansea City,avg_goles,,,,,,,,,,,2.571,,,,,,,,3.02,
Aston Villa vs Swansea City,avg_tiros,,,,,,,,,,,10.071,,,,,,,,15.46,
Aston Villa vs Swansea City,avg_pases,,,,,,,,,,,218.876,,,,,,,,354.068,
Aston Villa vs Swansea City,avg_quites,,,,,,,,,,,115.737,,,,,,,,93.6,
Aston Villa vs Tottenham Hotspur,win%,,,,,,,,,,,18.3,,,,,,,,,67.30000000000001
Aston Villa vs Tottenham Hotspur,loss%,,,,,,,,,,,67.30000000000001,,,,,,,,,18.3
Aston Villa vs Tottenham Hotspur,tie%,,,,,,,,,,,14.399999999999999,,,,,,,,,14.399999999999999
Aston Villa vs Tottenham Hotspur,avg_goles,,,,,,,,,,,2.238,,,,,,,,,3.912
Aston Villa vs Tottenham Hotspur,avg_tiros,,,,,,,,,,,10.939,,,,,,,,,20.524
Aston Villa vs Tottenham Hotspur,avg_pases,,,,,,,,,,,246.187,,,,,,,,,265.572
Aston Villa vs Tottenham Hotspur,avg_quites,,,,,,,,,,,116.303,,,,,,,,,103.98
Chelsea vs Liverpool,win%,,,,,,,,,,,,59.0,25.8,,,,,,,
Chelsea vs Liverpool,loss%,,,,,,,,,,,,25.8,59.0,,,,,,,
Chelsea vs Liverpool,tie%,,,,,,,,,,,,15.2,15.2,,,,,,,
Chelsea vs Liverpool,avg_goles,,,,,,,,,,,,3.525,2.512,,,,,,,
Chelsea vs Liverpool,avg_tiros,,,,,,,,,,,,14.971,14.966,,,,,,,
Chelsea vs Liverpool,avg_pases,,,,,,,,,,,,288.875,312.743,,,,,,,
Chelsea vs Liverpool,avg_quites,,,,,,,,,,,,99.597,96.019,,,,,,,
Chelsea vs Manchester United,win%,,,,,,,,,,,,47.699999999999996,,37.8,,,,,,
Chelsea vs Manchester United,loss%,,,,,,,,,,,,37.8,,47.699999999999996,,,,,,
Chelsea vs Manchester United,tie%,,,,,,,,,,,,14.499999999999998,,14.499999999999998,,,,,,
Chelsea vs Manchester United,avg_goles,,,,,,,,,,,,3.652,,3.322,,,,,,
Chelsea vs Manchester United,avg_tiros,,,,,,,,,,,,15.478,,12.795,,,,,,
Chelsea vs Manchester United,avg_pases,,,,,,,,,,,,296.076,,306.627,,,,,,
Chelsea vs Manchester United,avg_quites,,,,,,,,,,,,96.004,,98.531,,,,,,
Chelsea vs Norwich City,win%,,,,,,,,,,,,57.9,,,26.6,,,,,
Chelsea vs Norwich City,loss%,,,,,,,,,,,,26.6,,,57.9,,,,,
Chelsea vs Norwich City,tie%,,,,,,,,,,,,15.5,,,15.5,,,,,
Chelsea vs Norwich City,avg_goles,,,,,,,,,,,,3.327,,,2.444,,,,,
Chelsea vs Norwich City,avg_tiros,,,,,,,,,,,,16.418,,,11.478,,,,,
Chelsea vs Norwich City,avg_pases,,,,,,,,,,,,351.173,,,205.92,,,,,
Chelsea vs Norwich City,avg_quites,,,,,,,,,,,,102.369,,,102.346,,,,,
Chelsea vs Southampton,win%,,,,,,,,,,,,98.7,,,,0.8,,,,
Chelsea vs Southampton,loss%,,,,,,,,,,,,0.8,,,,98.7,,,,
Chelsea vs Southampton,tie%,,,,,,,,,,,,0.5,,,,0.5,,,,
Chelsea vs Southampton,avg_goles,,,,,,,,,,,,12.141,,,,3.38,,,,
Chelsea vs Southampton,avg_tiros,,,,,,,,,,,,13.932,,,,15.275,,,,
Chelsea vs Southampton,avg_pases,,,,,,,,,,,,284.532,,,,294.396,,,,
Chelsea vs Southampton,avg_quites,,,,,,,,,,,,97.151,,,,115.136,,,,
Chelsea vs Stoke City,win%,,,,,,,,,,,,47.599999999999994,,,,,35.699999999999996,,,
Chelsea vs Stoke City,loss%,,,,,,,,,,,,35.699999999999996,,,,,47.599999999999994,,,
Chelsea vs Stoke City,tie%,,,,,,,,,,,,16.7,,,,,16.7,,,
Chelsea vs Stoke City,avg_goles,,,,,,,,,,,,3.109,,,,,2.719,,,
Chelsea vs Stoke City,avg_tiros,,,,,,,,,,,,16.175,,,,,9.841,,,
Chelsea vs Stoke City,avg_pases,,,,,,,,,,,,315.195,,,,,212.502,,,
Chelsea vs Stoke City,avg_quites,,,,,,,,,,,,104.492,,,,,129.579,,,
Chelsea vs Sunderland,win%,,,,,,,,,,,,64.8,,,,,,20.599999999999998,,
Chelsea vs Sunderland,loss%,,,,,,,,,,,,20.599999999999998,,,,,,64.8,,
Chelsea vs Sunderland,tie%,,,,,,,,,,,,14.6,,,,,,14.6,,
Chelsea vs Sunderland,avg_goles,,,,,,,,,,,,3.394,,,,,,2.01,,
Chelsea vs Sunderland,avg_tiros,,,,,,,,,,,,18.048,,,,,,10.418,,
Chelsea vs Sunderland,avg_pases,,,,,,,,,,,,336.567,,,,,,199.758,,
Chelsea vs Sunderland,avg_quites,,,,,,,,,,,,104.608,,,,,,110.817,,
Chelsea vs Swansea City,win%,,,,,,,,,,,,47.699999999999996,,,,,,,33.800000000000004,
Chelsea vs Swansea City,loss%,,,,,,,,,,,,33.800000000000004,,,,,,,47.699999999999996,
Chelsea vs Swansea City,tie%,,,,,,,,,,,,18.5,,,,,,,18.5,
Chelsea vs Swansea City,avg_goles,,,,,,,,,,,,3.151,,,,,,,2.654,
Chelsea vs Swansea City,avg_tiros,,,,,,,,,,,,14.595,,,,,,,12.949,
Chelsea vs Swansea City,avg_pases,,,,,,,,,,,,294.886,,,,,,,326.666,
Chelsea vs Swansea City,avg_quites,,,,,,,,,,,,96.492,,,,,,,89.127,
Chelsea vs Tottenham Hotspur,win%,,,,,,,,,,,,40.0,,,,,,,,43.4
Chelsea vs Tottenham Hotspur,loss%,,,,,,,,,,,,43.4,,,,,,,,40.0
Chelsea vs Tottenham Hotspur,tie%,,,,,,,,,,,,16.6,,,,,,,,16.6
Chelsea vs Tottenham Hotspur,avg_goles,,,,,,,,,,,,3.216,,,,,,,,3.354
Chelsea vs Tottenham Hotspur,avg_tiros,,,,,,,,,,,,15.894,,,,,,,,17.904
Chelsea vs Tottenham Hotspur,avg_pases,,,,,,,,,,,,334.533,,,,,,,,239.573
Chelsea vs Tottenham Hotspur,avg_quites,,,,,,,,,,,,98.963,,,,,,,,95.351
Liverpool vs Manchester United,win%,,,,,,,,,,,,,32.0,50.2,,,,,,
Liverpool vs Manchester United,loss%,,,,,,,,,,,,,50.2,32.0,,,,,,
Liverpool vs Manchester United,tie%,,,,,,,,,,,,,17.8,17.8,,,,,,
Liverpool vs Manchester United,avg_goles,,,,,,,,,,,,,2.528,3.089,,,,,,
Liverpool vs Manchester United,avg_tiros,,,,,,,,,,,,,13.968,11.199,,,,,,
Liverpool vs Manchester United,avg_pases,,,,,,,,,,,,,318.344,302.252,,,,,,
Liverpool vs Manchester United,avg_quites,,,,,,,,,,,,,91.941,100.885,,,,,,
Liverpool vs Norwich City,win%,,,,,,,,,,,,,31.6,,50.8,,,,,
Liverpool vs Norwich City,loss%,,,,,,,,,,,,,50.8,,31.6,,,,,
Liverpool vs Norwich City,tie%,,,,,,,,,,,,,17.599999999999998,,17.599999999999998,,,,,
Liverpool vs Norwich City,avg_goles,,,,,,,,,,,,,2.166,,2.651,,,,,
Liverpool vs Norwich City,avg_tiros,,,,,,,,,,,,,15.555,,10.253,,,,,
Liverpool vs Norwich City,avg_pases,,,,,,,,,,,,,370.702,,196.44,,,,,
Liverpool vs Norwich City,avg_quites,,,,,,,,,,,,,96.511,,107.872,,,,,
Liverpool vs Southampton,win%,,,,,,,,,,,,,96.0,,,2.1,,,,
Liverpool vs Southampton,loss%,,,,,,,,,,,,,2.1,,,96.0,,,,
Liverpool vs Southampton,tie%,,,,,,,,,,,,,1.9,,,1.9,,,,
Liverpool vs Southampton,avg_goles,,,,,,,,,,,,,9.602,,,3.031,,,,
Liverpool vs Southampton,avg_tiros,,,,,,,,,,,,,12.097,,,13.379,,,,
Liverpool vs Southampton,avg_pases,,,,,,,,,,,,,313.053,,,281.059,,,,
Liverpool vs Southampton,avg_quites,,,,,,,,,,,,,93.251,,,119.738,,,,
Liverpool vs Stoke City,win%,,,,,,,,,,,,,26.900000000000002,,,,56.3,,,
Liverpool vs Stoke City,loss%,,,,,,,,,,,,,56.3,,,,26.900000000000002,,,
Liverpool vs Stoke City,tie%,,,,,,,,,,,,,16.8,,,,16.8,,,
Liverpool vs Stoke City,avg_goles,,,,,,,,,,,,,2.0,,,,2.795,,,
Liverpool vs Stoke City,avg_tiros,,,,,,,,,,,,,15.459,,,,9.026,,,
Liverpool vs Stoke City,avg_pases,,,,,,,,,,,,,327.929,,,,202.474,,,
Liverpool vs Stoke City,avg_quites,,,,,,,,,,,,,105.548,,,,136.24,,,
Liverpool vs Sunderland,win%,,,,,,,,,,,,,44.4,,,,,34.8,,
Liverpool vs Sunderland,loss%,,,,,,,,,,,,,34.8,,,,,44.4,,
Liverpool vs Sunderland,tie%,,,,,,,,,,,,,20.8,,,,,20.8,,
Liverpool vs Sunderland,avg_goles,,,,,,,,,,,,,2.288,,,,,1.997,,
Liverpool vs Sunderland,avg_tiros,,,,,,,,,,,,,16.58,,,,,9.37,,
Liverpool vs Sunderland,avg_pases,,,,,,,,,,,,,358.359,,,,,196.861,,
Liverpool vs Sunderland,avg_quites,,,,,,,,,,,,,100.117,,,,,116.049,,
Liverpool vs Swansea City,win%,,,,,,,,,,,,,32.4,,,,,,47.4,
Liverpool vs Swansea City,loss%,,,,,,,,,,,,,47.4,,,,,,32.4,
Liverpool vs Swansea City,tie%,,,,,,,,,,,,,20.200000000000003,,,,,,20.200000000000003,
Liverpool vs Swansea City,avg_goles,,,,,,,,,,,,,2.186,,,,,,2.571,
Liverpool vs Swansea City,avg_tiros,,,,,,,,,,,,,13.208,,,,,,12.155,
Liverpool vs Swansea City,avg_pases,,,,,,,,,,,,,315.674,,,,,,316.72,
Liverpool vs Swansea City,avg_quites,,,,,,,,,,,,,93.789,,,,,,94.472,
Liverpool vs Tottenham Hotspur,win%,,,,,,,,,,,,,17.299999999999997,,,,,,,68.89999999999999
Liverpool vs Tottenham Hotspur,loss%,,,,,,,,,,,,,68.89999999999999,,,,,,,17.299999999999997
Liverpool vs Tottenham Hotspur,tie%,,,,,,,,,,,,,13.8,,,,,,,13.8
Liverpool vs Tottenham Hotspur,avg_goles,,,,,,,,,,,,,1.913,,,,,,,3.516
Liverpool vs Tottenham Hotspur,avg_tiros,,,,,,,,,,,,,14.282,,,,,,,16.605
Liverpool vs Tottenham Hotspur,avg_pases,,,,,,,,,,,,,352.227,,,,,,,229.023
Liverpool vs Tottenham Hotspur,avg_quites,,,,,,,,,,,,,94.13,,,,,,,103.911
